trial	condition	rt	acc	resp	word	val	gra	col	l_targ	r_targ
1	2	6032	0	1	SOMMER	S	P	2	S	A
2	3	7146	0	1	VERWEINT	A	N	2	B	R
3	1	4992	0	2	KLARHEIT	S	P	2	N	P
4	3	3478	0	1	FURCHT	S	N	2	B	R
5	1	4721	0	2	GEFÜHL	S	P	2	N	P
6	1	3321	1	1	LUKRATIV	A	P	2	N	P
7	3	2874	0	2	ABSTURZ	S	N	1	B	R
8	2	7208	0	1	RETTER	S	P	2	S	A
9	1	6453	0	1	KRAFTLOS	A	N	1	N	P
10	2	4508	0	2	VERLETZT	A	N	1	S	A
11	1	2754	0	1	TYRANN	S	N	1	N	P
12	2	3725	0	2	ANOMAL	A	N	1	S	A
13	2	5510	1	2	ZUHAUSE	S	P	1	S	A
14	3	10017	1	1	TREULOS	A	N	1	B	R
15	3	1690	1	1	PERVERS	A	N	1	B	R
16	3	1500	0	2	STARK	A	P	1	B	R
17	1	4332	0	1	GREUEL	S	N	2	N	P
18	1	1066	1	1	HIMMEL	S	P	2	N	P
19	1	2298	0	1	TROSTLOS	A	N	1	N	P
20	2	3762	0	1	BLUTTAT	S	N	2	S	A
21	2	1980	0	1	PRACHT	S	P	2	S	A
22	2	1400	0	1	STREIT	S	N	2	S	A
23	1	6170	0	2	SPRITZIG	A	P	2	N	P
24	3	2392	0	2	BODENLOS	A	N	1	B	R
25	1	21	1	2	DROHUNG	S	N	2	N	P
26	1	4989	0	2	KIRSCHE	S	P	2	N	P
27	3	3251	0	2	WERTVOLL	A	P	1	B	R
28	2	3529	0	2	LIEBLOS	A	N	1	S	A
29	1	3549	0	1	LAUNISCH	A	N	1	N	P
30	3	9055	0	2	HUMAN	A	P	1	B	R
31	3	1520	0	2	VERTRAUEN	S	P	1	B	R
32	2	5989	0	1	SADISMUS	S	N	2	S	A
33	1	4167	0	2	GEWINN	S	P	2	N	P
34	3	2626	0	1	HENKER	S	N	2	B	R
35	1	3883	0	2	REIZVOLL	A	P	2	N	P
36	1	1846	0	2	JUBEL	S	P	2	N	P
37	3	8	1	2	RASTLOS	A	N	2	B	R
38	2	3146	0	2	ASOZIAL	A	N	1	S	A
39	1	24	0	2	REICH	A	P	2	N	P
40	2	1041	0	2	GIERIG	A	N	1	S	A
41	1	2831	0	2	ERHOLUNG	S	P	2	N	P
42	1	0	4	0	BLUTIG	A	N	1	N	P
43	2	3962	0	2	ZIELLOS	A	N	1	S	A
44	3	2291	0	1	FANTASIE	S	P	2	B	R
45	1	2943	0	1	ÜBERFALL	S	N	2	N	P
46	3	4949	0	1	OPTIMAL	A	P	2	B	R
47	1	4508	0	1	MACHTLOS	A	N	2	N	P
48	1	1610	0	2	URLAUB	S	P	2	N	P
49	2	3996	0	1	SABOTEUR	S	N	2	S	A
50	2	3170	0	2	STABIL	A	P	1	S	A
51	3	2658	0	1	ALPTRAUM	S	N	2	B	R
52	3	2677	0	1	BEQUEM	A	P	2	B	R
53	2	4153	0	2	GRATIS	A	P	1	S	A
54	3	2516	0	2	ERFOLG	S	P	1	B	R
55	2	2921	0	1	FREUDE	S	P	1	S	A
56	3	15	0	1	INTRIGE	S	N	2	B	R
57	3	5585	0	1	NEIDISCH	A	N	2	B	R
58	2	3119	0	1	SATAN	S	N	1	S	A
59	3	4835	0	1	KÜSTE	S	P	2	B	R
60	1	1947	0	1	FOLTER	S	N	2	N	P
61	3	2191	0	1	ERDBEERE	S	P	2	B	R
62	2	2627	0	1	ATEMNOT	S	N	2	S	A
63	3	3472	0	1	ILLEGAL	A	N	2	B	R
64	3	1222	0	1	SONNIG	A	P	2	B	R
65	2	1689	0	2	FREUDIG	A	P	2	S	A
66	2	2190	0	1	ABENDROT	S	P	2	S	A
67	3	3131	0	2	MORDTAT	S	N	1	B	R
