trial	condition	rt	acc	resp	word	val	gra	col	l_targ	r_targ
1	3	3236	0	2	BEGABUNG	S	P	1	B	R
2	3	809	0	2	NEIDISCH	A	N	1	B	R
3	3	945	0	1	GRANATE	S	N	2	B	R
4	2	3921	0	2	SINNLICH	A	P	2	S	A
5	1	5064	0	1	SABOTEUR	S	N	2	N	P
6	2	2053	0	2	TROSTLOS	A	N	1	S	A
7	1	3177	0	2	RETTER	S	P	2	N	P
8	2	2160	0	1	GEFAHR	S	N	1	S	A
9	2	1817	0	2	VERWEINT	A	N	1	S	A
10	3	2237	0	1	FREUND	S	P	2	B	R
11	1	2564	0	2	JUBEL	S	P	1	N	P
12	3	2585	0	2	VERBOTEN	A	N	1	B	R
13	3	601	0	2	ATTENTAT	S	N	1	B	R
14	1	3418	0	2	TOLERANZ	S	P	2	N	P
15	3	2877	0	2	SATAN	S	N	1	B	R
16	1	2434	0	2	HUMOR	S	P	2	N	P
17	1	2459	0	2	ZUHAUSE	S	P	2	N	P
18	2	6672	0	1	FURCHT	S	N	1	S	A
19	2	2716	0	2	HEILFROH	A	P	2	S	A
20	2	1508	0	1	PANIK	S	N	2	S	A
21	1	2870	0	1	UNFAIR	A	N	1	N	P
22	1	2817	0	1	UNFALL	S	N	2	N	P
23	1	4376	0	2	GUTARTIG	A	P	2	N	P
24	3	2324	0	2	STRAFBAR	A	N	1	B	R
25	3	705	0	1	FRAULICH	A	P	2	B	R
26	1	2476	0	1	PANISCH	A	N	1	N	P
27	1	1335	0	1	EINSAM	A	N	1	N	P
28	2	3598	0	1	UNHEIL	S	N	2	S	A
29	1	4964	0	2	VITAL	A	P	2	N	P
30	2	9675	0	1	PEINIGER	S	N	1	S	A
31	2	1077	0	2	TREU	A	P	1	S	A
32	2	4103	0	1	SOMMER	S	P	2	S	A
33	1	3570	0	2	SCHLAU	A	P	1	N	P
34	3	1720	0	2	UNBEQUEM	A	N	1	B	R
35	1	3618	0	1	ASOZIAL	A	N	1	N	P
36	3	2280	0	1	FRÜHJAHR	S	P	2	B	R
37	1	2464	1	2	BRUTAL	A	N	2	N	P
38	2	2366	0	2	SAUBER	A	P	2	S	A
39	3	5021	0	2	OHRFEIGE	S	N	1	B	R
40	1	2903	0	1	SEEKRANK	A	N	2	N	P
41	2	5907	0	2	PLANLOS	A	N	2	S	A
42	3	2195	0	1	TAKTVOLL	A	P	2	B	R
43	1	2474	0	1	ÜBERFALL	S	N	2	N	P
44	2	2677	0	2	KRAFTLOS	A	N	1	S	A
45	3	1520	0	2	NETT	A	P	1	B	R
46	1	4412	0	1	PEINLICH	A	N	2	N	P
47	2	6888	1	1	VERLOGEN	A	N	2	S	A
48	1	12200	1	1	TOPFIT	A	P	2	N	P
49	3	2580	0	2	INSEL	S	P	1	B	R
50	1	3491	0	1	ENTSETZT	A	N	2	N	P
51	2	8314	0	1	SONNABEND	S	P	1	S	A
52	3	2005	0	1	VATER	S	P	2	B	R
53	2	2811	0	1	BESTIE	S	N	2	S	A
54	2	3310	0	2	TREULOS	A	N	1	S	A
55	3	3242	0	1	KOLLAPS	S	N	2	B	R
56	2	2639	0	2	VERLETZT	A	N	2	S	A
57	1	3667	0	1	TRAURIG	A	N	1	N	P
58	2	4054	0	2	WERTVOLL	A	P	2	S	A
59	1	6090	0	1	MORDTAT	S	N	2	N	P
60	3	2304	0	1	LIEB	A	P	2	B	R
61	2	4005	0	1	GEMETZEL	S	N	2	S	A
62	3	2018	0	1	DROHUNG	S	N	2	B	R
63	2	2058	0	2	VERTRAUT	A	P	1	S	A
64	1	1811	1	1	POSITIV	A	P	1	N	P
65	1	5361	0	2	WARM	A	P	1	N	P
66	1	2249	0	2	ERHOLUNG	S	P	1	N	P
67	2	2083	0	1	UNMENSCH	S	N	2	S	A
68	2	3537	1	1	BANKROTT	A	N	2	S	A
69	3	2062	0	1	FRIEDEN	S	P	2	B	R
70	2	2195	0	1	TODFEIND	S	N	2	S	A
71	2	1971	0	2	SATT	A	P	2	S	A
72	3	3369	0	1	REVOLVER	S	N	2	B	R
73	1	3707	0	2	GRATIS	A	P	1	N	P
74	3	3364	0	2	HUMAN	A	P	1	B	R
75	1	2667	0	1	LEBLOS	A	N	1	N	P
76	1	2744	0	1	ZIELLOS	A	N	2	N	P
77	3	4207	0	2	STILVOLL	A	P	1	B	R
78	2	6661	1	2	ERZFEIND	S	N	2	S	A
79	1	182	0	1	TOXISCH	A	N	2	N	P
80	2	236	1	2	GREUEL	S	N	2	S	A
81	1	21	0	2	PARADIES	S	P	1	N	P
82	2	129	0	1	HENKER	S	N	1	S	A
83	2	146	1	2	SCHMERZ	S	N	1	S	A
84	3	284	0	2	HOFFNUNG	S	P	1	B	R
85	3	48	1	1	STRAND	S	P	1	B	R
86	3	175	1	2	ASCHFAHL	A	N	2	B	R
87	1	102	1	1	SINNVOLL	A	P	2	N	P
88	1	153	1	2	UNGESUND	A	N	1	N	P
89	1	115	0	1	INTRIGE	S	N	1	N	P
90	2	95	0	2	KORRUPT	A	N	2	S	A
91	2	284	0	2	FREUDIG	A	P	1	S	A
92	2	93	0	1	BLUME	S	P	1	S	A
93	1	196	1	2	FREUDLOS	A	N	1	N	P
94	3	18	1	1	EHRLICH	A	P	1	B	R
95	1	192	0	2	LOYAL	A	P	1	N	P
96	1	97	1	1	GEWINN	S	P	1	N	P
97	3	149	1	2	ATEMNOT	S	N	2	B	R
98	2	52	0	1	BLUTTAT	S	N	1	S	A
99	1	138	0	2	HARMONIE	S	P	2	N	P
100	3	42	1	1	FANTASIE	S	P	1	B	R
101	3	168	1	2	FOLTER	S	N	2	B	R
102	2	75	0	1	KIRSCHE	S	P	1	S	A
103	1	183	1	2	SCHLECHT	A	N	1	N	P
104	3	22	1	1	GRAUSAM	A	N	1	B	R
105	1	172	0	2	FREUDE	S	P	1	N	P
106	1	254	0	2	ENERGIE	S	P	1	N	P
107	3	122	0	1	BELIEBT	A	P	2	B	R
108	2	260	0	2	MACHTLOS	A	N	1	S	A
109	1	228	1	1	KLARHEIT	S	P	1	N	P
110	2	147	1	2	GALGEN	S	N	2	S	A
111	1	66	0	1	GIFTGAS	S	N	2	N	P
112	1	102	0	2	BEQUEM	A	P	1	N	P
113	2	65	0	1	ZUKUNFT	S	P	2	S	A
114	3	118	0	2	WEISE	A	P	1	B	R
115	1	208	1	2	GEISEL	S	N	2	N	P
116	3	80	0	1	FROH	A	P	2	B	R
117	1	8	1	1	ANMUTIG	A	P	1	N	P
118	1	132	1	2	GEMEIN	A	N	1	N	P
119	2	29	0	1	FORTUNA	S	P	1	S	A
120	2	132	0	2	PERVERS	A	N	1	S	A
121	3	271	0	2	GESCHENK	S	P	1	B	R
122	3	140	0	1	ZWECKLOS	A	N	2	B	R
123	2	166	1	2	STRAFTAT	S	N	2	S	A
124	3	60	1	1	ABSTURZ	S	N	1	B	R
125	2	10	0	1	TRAUMA	S	N	2	S	A
126	3	165	1	2	EROTIK	S	P	2	B	R
127	3	75	1	1	LEBEN	S	P	1	B	R
128	2	152	0	2	SONNIG	A	P	2	S	A
129	3	75	1	1	BRILLANT	A	P	1	B	R
130	1	152	1	2	HALBTOT	A	N	2	N	P
131	3	63	0	1	BLÜTE	S	P	2	B	R
132	2	155	0	2	GIERIG	A	N	1	S	A
133	3	59	0	1	AKTIV	A	P	2	B	R
134	3	152	0	2	MUSIK	S	P	1	B	R
135	2	98	1	1	BOSHAFT	A	N	1	S	A
136	2	150	0	2	KRANK	A	N	1	S	A
137	3	97	1	1	TYRANN	S	N	1	B	R
138	1	125	0	2	PRACHT	S	P	2	N	P
139	2	84	1	1	STABIL	A	P	2	S	A
140	1	136	1	2	HERZLOS	A	N	2	N	P
141	2	7336	0	2	DEKADENT	A	N	1	S	A
142	3	1357	0	2	TAPFER	A	P	1	B	R
143	1	7440	0	1	ALPTRAUM	S	N	2	N	P
144	3	1834	0	2	BRILLANT	A	P	1	B	R
145	1	2335	0	1	TRAUMA	S	N	2	N	P
146	1	1902	0	2	ENERGIE	S	P	2	N	P
147	3	2312	0	1	BANKROTT	A	N	2	B	R
148	2	2268	0	1	ABENDROT	S	P	2	S	A
149	1	2305	0	1	ZIELLOS	A	N	2	N	P
150	2	7330	0	1	VERRAT	S	N	1	S	A
151	1	5177	0	1	VERLOGEN	A	N	1	N	P
152	2	5382	0	2	TOLL	A	P	2	S	A
153	2	1171	0	1	SOMMER	S	P	2	S	A
154	3	1444	0	1	SATT	A	P	2	B	R
155	3	908	0	1	TYRANN	S	N	2	B	R
156	3	3596	0	2	GRANDIOS	A	P	1	B	R
157	1	2338	0	1	SCHLECHT	A	N	1	N	P
158	1	2292	0	2	LEBEN	S	P	2	N	P
159	1	13534	1	1	FRÜHJAHR	S	P	2	N	P
160	2	6276	0	1	FRIEDEN	S	P	2	S	A
161	2	1060	0	1	VIRUS	S	N	2	S	A
162	2	3200	1	2	FURCHT	S	N	1	S	A
163	1	6127	0	1	TODFEIND	S	N	1	N	P
164	3	2791	0	2	ZUKUNFT	S	P	1	B	R
