trial	condition	rt	acc	resp	word	val	gra	col	l_targ	r_targ
1	2	3664	0	2	NATUR	S	P	1	A	S
2	3	2955	0	1	PLANLOS	A	N	1	R	B
3	1	2389	0	1	GALGEN	S	N	1	N	P
4	3	2492	0	2	GESUND	A	P	2	R	B
5	1	2077	0	1	UNRECHT	S	N	1	N	P
6	1	2786	0	2	VATER	S	P	1	N	P
7	3	2352	0	2	ERDBEERE	S	P	2	R	B
8	2	1625	0	1	BEQUEM	A	P	1	A	S
9	1	2084	0	2	OPTIMIST	S	P	1	N	P
10	2	2120	0	1	VERTRAUT	A	P	2	A	S
11	1	2228	0	2	TOLERANZ	S	P	2	N	P
12	2	1927	0	2	URLAUB	S	P	1	A	S
13	2	1946	0	2	REVOLVER	S	N	1	A	S
14	3	3233	0	1	MUTTER	S	P	1	R	B
15	3	2216	0	2	BRUTAL	A	N	2	R	B
16	3	3051	0	1	UNMENSCH	S	N	1	R	B
17	1	3570	0	2	SPRITZIG	A	P	2	N	P
18	1	1856	0	1	VERLETZT	A	N	1	N	P
19	1	2789	0	2	WERTVOLL	A	P	1	N	P
20	2	3363	0	1	VERBOTEN	A	N	2	A	S
21	2	1819	0	1	VITAL	A	P	2	A	S
22	2	1801	0	2	INTRIGE	S	N	2	A	S
23	1	2277	0	2	HIMMEL	S	P	1	N	P
24	3	2600	0	1	REICH	A	P	1	R	B
25	1	2456	0	1	LABIL	A	N	1	N	P
26	1	2754	0	1	TRENNUNG	S	N	1	N	P
27	3	1916	0	2	UNGESUND	A	N	2	R	B
28	2	2990	0	1	PRIMA	A	P	1	A	S
29	1	2324	0	1	GEMEIN	A	N	2	N	P
30	3	2541	0	1	KORRUPT	A	N	1	R	B
31	3	1925	0	2	EINSAM	A	N	2	R	B
32	2	2919	0	2	RETTER	S	P	2	A	S
33	1	2027	1	2	LAUNISCH	A	N	2	N	P
34	3	3102	0	1	TOLL	A	P	1	R	B
35	1	3562	0	2	ANMUTIG	A	P	1	N	P
36	3	2135	0	1	TOXISCH	A	N	1	R	B
37	3	3363	0	1	GRAUSAM	A	N	1	R	B
38	3	1928	0	1	GENIAL	A	P	1	R	B
39	2	2338	0	2	BEGABUNG	S	P	2	A	S
40	1	2205	0	2	LEBENDIG	A	P	1	N	P
41	2	2649	0	1	STRAFBAR	A	N	1	A	S
42	1	2261	0	2	FRIEDE	S	P	1	N	P
43	2	3068	0	2	BLUTTAT	S	N	1	A	S
44	2	2229	0	2	KOLLAPS	S	N	2	A	S
45	3	2757	0	2	FANTASIE	S	P	2	R	B
46	1	2356	0	1	TODFEIND	S	N	1	N	P
47	3	2322	0	2	ASOZIAL	A	N	2	R	B
48	3	2119	0	2	WEHRLOS	A	N	2	R	B
49	1	2375	0	2	LOYAL	A	P	1	N	P
50	3	2309	0	2	KIRSCHE	S	P	2	R	B
51	1	1743	0	1	ÜBERFALL	S	N	1	N	P
52	1	4899	0	2	FREIZEIT	S	P	2	N	P
53	2	1769	0	2	GEWINN	S	P	1	A	S
54	2	1313	1	2	ELEND	A	N	2	A	S
55	2	1499	0	1	UNFAIR	A	N	2	A	S
56	1	2337	0	2	GEFÜHL	S	P	2	N	P
57	1	1775	0	2	BELIEBT	A	P	1	N	P
58	1	2369	0	2	SILBERN	A	P	2	N	P
59	3	2309	0	1	BRILLANT	A	P	1	R	B
60	3	1898	0	1	MASSAKER	S	N	1	R	B
61	1	2453	0	2	PRACHT	S	P	2	N	P
62	1	2038	0	2	HUMOR	S	P	1	N	P
63	2	1790	0	2	LEICHNAM	S	N	2	A	S
64	1	2813	0	1	RASTLOS	A	N	1	N	P
65	2	2025	0	2	ABENDROT	S	P	1	A	S
66	2	1632	0	1	LUSTLOS	A	N	2	A	S
67	2	1844	0	1	VERLOGEN	A	N	2	A	S
68	1	3857	0	1	HENKER	S	N	1	N	P
69	3	2363	0	1	ERFOLG	S	P	1	R	B
70	1	3827	0	2	GUTARTIG	A	P	2	N	P
71	1	1714	0	1	FURCHT	S	N	2	N	P
72	3	2371	0	2	SAUBER	A	P	2	R	B
73	2	2178	0	2	TYRANN	S	N	2	A	S
74	1	2521	0	2	HEILFROH	A	P	1	N	P
75	2	2338	1	1	VIRUS	S	N	1	A	S
76	1	3659	1	2	GRANATE	S	N	2	N	P
77	1	1385	0	2	FROH	A	P	2	N	P
78	2	1871	1	2	GRUSELIG	A	N	2	A	S
79	3	3514	0	2	TUMOR	S	N	2	R	B
80	1	2698	0	2	AKTIV	A	P	2	N	P
81	3	1859	0	2	HEILUNG	S	P	2	R	B
82	1	1851	0	1	BANKROTT	A	N	1	N	P
83	1	1382	0	1	GEWALT	S	N	2	N	P
84	2	1903	0	2	WEISHEIT	S	P	1	A	S
85	2	1458	0	1	ROBUST	A	P	2	A	S
86	3	2069	0	1	TRAURIG	A	N	1	R	B
87	3	1962	0	2	ERFÜLLUNG	S	P	2	R	B
88	2	2537	0	2	EROTIK	S	P	1	A	S
89	3	2115	0	1	ZART	A	P	1	R	B
90	2	2746	0	2	JUBEL	S	P	1	A	S
91	3	1859	0	1	WEISE	A	P	1	R	B
92	3	2288	0	1	MILITANT	A	N	1	R	B
93	2	3213	0	1	PEINLICH	A	N	1	A	S
94	3	1968	0	1	STREIT	S	N	1	R	B
95	1	1983	0	1	GEFAHR	S	N	1	N	P
96	3	2041	0	1	SATAN	S	N	1	R	B
97	2	1662	0	1	PERFEKT	A	P	2	A	S
98	3	2096	0	2	NEIDISCH	A	N	2	R	B
99	3	1355	0	2	TALENT	S	P	2	R	B
100	2	1732	0	1	SUPER	A	P	1	A	S
101	2	1416	0	2	TRAUMA	S	N	1	A	S
102	3	2571	0	2	KRAFTLOS	A	N	2	R	B
103	1	1742	0	2	WISSEN	S	P	2	N	P
104	2	1779	0	2	ZUHAUSE	S	P	2	A	S
105	1	2077	0	1	SADISMUS	S	N	1	N	P
106	3	2477	0	1	BESTIE	S	N	1	R	B
107	1	1813	0	1	GIERIG	A	N	2	N	P
108	2	3065	0	1	TAKTVOLL	A	P	1	A	S
109	3	2523	0	1	MONSTRUM	S	N	1	R	B
110	1	1652	0	2	REIZVOLL	A	P	2	N	P
111	2	2778	0	1	HALBTOT	A	N	2	A	S
112	3	3056	0	2	SCHLECHT	A	N	2	R	B
113	1	1941	0	2	TAPFER	A	P	1	N	P
114	2	2654	0	2	BLÜTE	S	P	1	A	S
115	3	1588	0	2	ERHOLUNG	S	P	2	R	B
116	1	2504	0	1	TROSTLOS	A	N	1	N	P
117	2	2067	0	2	BLUME	S	P	2	A	S
118	1	3686	0	2	PARTY	S	P	1	N	P
119	3	2024	0	1	BOSHAFT	A	N	1	R	B
120	1	3177	0	2	SONNABEND	S	P	2	N	P
121	2	2509	0	1	HEITER	A	P	1	A	S
122	3	2513	0	1	FORTUNA	S	P	1	R	B
123	2	2116	0	1	ZWECKLOS	A	N	1	A	S
124	2	1731	0	2	PEINIGER	S	N	2	A	S
