trial	condition	rt	acc	resp	word	val	gra	col	l_targ	r_targ
1	1	2153	0	2	GEMETZEL	S	N	2	P	N
2	3	4045	0	2	TOLERANT	A	P	1	B	R
3	2	2155	0	1	MASSAGE	S	P	2	S	A
4	1	3983	0	2	VERLETZT	A	N	1	P	N
5	2	3177	1	1	ELEND	A	N	2	S	A
6	1	2797	0	2	HENKER	S	N	1	P	N
7	1	1505	0	2	MORDTAT	S	N	1	P	N
8	2	2578	0	1	GEWINN	S	P	1	S	A
9	3	3394	0	1	BESTIE	S	N	2	B	R
10	1	2844	0	1	WAHRHEIT	S	P	1	P	N
11	3	4268	0	2	SATT	A	P	1	B	R
12	1	4411	0	1	ZUKUNFT	S	P	1	P	N
13	1	4436	0	1	JUBEL	S	P	2	P	N
14	2	2553	0	1	FREIHEIT	S	P	2	S	A
15	2	1777	0	1	PARADIES	S	P	1	S	A
16	3	3067	0	2	ANMUTIG	A	P	1	B	R
17	3	2304	0	2	HERZLOS	A	N	1	B	R
18	2	3467	0	2	HEITER	A	P	2	S	A
19	3	4224	0	2	GRATIS	A	P	1	B	R
20	2	3419	0	2	ASCHFAHL	A	N	1	S	A
21	3	2680	0	1	BLUTIG	A	N	2	B	R
22	3	1989	0	1	MUTTER	S	P	2	B	R
23	2	2640	0	2	BUNT	A	P	1	S	A
24	3	3718	0	2	UNMENSCH	S	N	1	B	R
25	1	3069	0	1	GUTARTIG	A	P	1	P	N
26	3	4260	0	1	ANOMAL	A	N	2	B	R
27	2	3966	0	1	BLUTTAT	S	N	2	S	A
28	3	2598	0	1	FURCHT	S	N	2	B	R
29	3	1913	0	2	IDYLLE	S	P	1	B	R
30	2	2757	0	2	TRAGISCH	A	N	2	S	A
31	2	3998	0	2	ILLEGAL	A	N	1	S	A
32	3	3972	0	2	SPRITZIG	A	P	1	B	R
33	1	2603	0	2	INTRIGE	S	N	2	P	N
34	2	3701	0	2	REIZVOLL	A	P	1	S	A
35	1	3210	0	1	SONNABEND	S	P	1	P	N
36	3	2907	0	1	TALENT	S	P	2	B	R
37	3	1434	0	1	SCHLAU	A	P	2	B	R
38	3	1763	0	2	WEIBLICH	A	P	1	B	R
39	2	3054	0	2	FREUDLOS	A	N	2	S	A
40	1	10826	0	2	PSYCHOSE	S	N	1	P	N
41	2	3151	0	1	ATEMNOT	S	N	1	S	A
42	1	5166	0	1	WEISE	A	P	1	P	N
43	2	3110	0	2	KRAFTLOS	A	N	2	S	A
44	2	4861	0	2	PERFEKT	A	P	1	S	A
45	3	2325	0	1	VERTRAUT	A	P	2	B	R
46	1	2782	0	1	SINNVOLL	A	P	1	P	N
47	3	2804	0	1	ABENDROT	S	P	2	B	R
48	3	3231	0	2	HUMORLOS	A	N	1	B	R
49	1	2395	0	2	STRAFTAT	S	N	1	P	N
50	3	3114	0	1	LEBENDIG	A	P	2	B	R
51	1	3379	0	1	FRÜHJAHR	S	P	1	P	N
52	1	2518	0	1	FREIZEIT	S	P	1	P	N
53	2	3339	0	1	HIMMEL	S	P	2	S	A
54	2	2840	0	1	EROTIK	S	P	1	S	A
55	2	2982	0	2	REICH	A	P	1	S	A
56	1	2334	0	1	BLUME	S	P	2	P	N
57	1	2323	0	2	GALGEN	S	N	1	P	N
58	1	2921	0	1	GENIAL	A	P	2	P	N
59	3	3230	0	1	KREATIV	A	P	2	B	R
60	3	3192	0	2	FERIEN	S	P	1	B	R
61	1	2765	0	2	UNFALL	S	N	2	P	N
62	1	2881	0	1	VITAL	A	P	1	P	N
63	2	4053	0	2	VERBOTEN	A	N	2	S	A
64	1	4085	0	2	KOLLAPS	S	N	1	P	N
65	2	3053	0	1	LEICHNAM	S	N	1	S	A
66	2	3339	0	1	STRAND	S	P	2	S	A
67	2	1949	0	2	HILFLOS	A	N	2	S	A
68	1	2978	0	1	TOLERANZ	S	P	2	P	N
69	3	3503	0	1	FRIEDE	S	P	2	B	R
70	1	2493	0	2	GRAUSAM	A	N	1	P	N
71	2	3299	0	1	NOTFALL	S	N	1	S	A
72	3	3678	0	2	DEKADENT	A	N	1	B	R
73	1	3282	0	2	KRANK	A	N	2	P	N
