trial	condition	rt	acc	resp	word	val	gra	col	l_targ	r_targ
1	1	4237	0	2	TAKTVOLL	A	P	2	N	P
2	3	5719	0	2	STRAFE	S	N	1	B	R
3	2	2893	0	1	ENERGIE	S	P	2	S	A
4	1	4371	0	1	UNHEIL	S	N	1	N	P
5	2	5529	0	1	STRAND	S	P	2	S	A
6	1	2880	0	1	HILFLOS	A	N	1	N	P
7	1	5827	0	1	ATEMNOT	S	N	2	N	P
8	2	3854	0	1	INSEL	S	P	1	S	A
9	3	1779	0	1	TREU	A	P	2	B	R
10	1	4096	0	2	PFIFFIG	A	P	2	N	P
11	3	2315	0	2	KLUGHEIT	S	P	1	B	R
12	1	4172	1	2	MORDTAT	S	N	2	N	P
13	1	18	0	2	LEBENDIG	A	P	1	N	P
14	2	3141	0	2	RASTLOS	A	N	1	S	A
15	2	1962	0	2	SPONTAN	A	P	1	S	A
16	3	2581	0	2	MASSAKER	S	N	1	B	R
17	3	3378	0	1	WEIBLICH	A	P	2	B	R
18	2	2395	1	1	HUMAN	A	P	1	S	A
19	3	5416	0	2	AGGRESSION	S	N	1	B	R
20	2	2789	0	2	WARM	A	P	2	S	A
21	3	4234	0	2	TROSTLOS	A	N	1	B	R
22	3	2087	0	1	ELEND	A	N	2	B	R
23	2	5194	0	2	STILVOLL	A	P	1	S	A
24	3	2769	0	2	WISSEN	S	P	1	B	R
25	1	3390	0	1	ASOZIAL	A	N	2	N	P
26	3	3485	0	2	LIEB	A	P	1	B	R
27	2	6550	1	1	UNFAIR	A	N	2	S	A
28	3	8078	0	2	TERROR	S	N	1	B	R
29	3	1660	0	2	FRÜHJAHR	S	P	1	B	R
30	2	2995	0	1	NOTFALL	S	N	2	S	A
31	2	2978	0	2	HUMORLOS	A	N	2	S	A
32	3	3033	0	1	TYRANN	S	N	2	B	R
33	1	2134	0	2	SCHLAU	A	P	2	N	P
34	2	3038	0	2	LIEBLOS	A	N	2	S	A
35	1	2451	0	1	SCHMERZ	S	N	1	N	P
36	2	4983	1	1	FRAULICH	A	P	2	S	A
37	3	2286	0	2	PARADIES	S	P	1	B	R
38	1	4137	0	2	VATER	S	P	1	N	P
39	3	4665	0	1	LEBLOS	A	N	2	B	R
40	1	5995	0	2	VITAL	A	P	1	N	P
41	1	3110	0	1	WEHRLOS	A	N	2	N	P
42	3	2015	0	2	GRUSELIG	A	N	1	B	R
43	2	3903	0	2	TAPFER	A	P	1	S	A
44	1	4160	0	2	ANMUTIG	A	P	2	N	P
45	2	3070	0	1	PARTNER	S	P	2	S	A
46	1	2028	0	2	MUNTER	A	P	1	N	P
47	2	6056	0	2	PLEITE	A	N	1	S	A
48	2	5850	0	2	LABIL	A	N	1	S	A
49	3	5059	0	1	TALENT	S	P	2	B	R
50	3	1506	0	1	BLUME	S	P	2	B	R
51	3	1715	0	1	SINNLICH	A	P	2	B	R
52	1	2598	0	1	INTRIGE	S	N	1	N	P
53	1	1914	0	1	STREIT	S	N	2	N	P
54	1	2460	0	1	TODFEIND	S	N	1	N	P
55	2	2541	0	2	ROBUST	A	P	2	S	A
56	2	1480	0	1	MORDFALL	S	N	1	S	A
57	2	1398	0	2	KREATIV	A	P	2	S	A
58	1	3836	0	1	PLANLOS	A	N	2	N	P
59	3	4758	0	2	RETTER	S	P	1	B	R
60	1	4309	0	1	KRANK	A	N	1	N	P
61	1	3280	0	1	ILLEGAL	A	N	1	N	P
62	3	2827	0	1	ANGRIFF	S	N	2	B	R
63	2	5375	0	1	BESTIE	S	N	2	S	A
64	1	3653	0	1	DEKADENT	A	N	2	N	P
65	3	2704	0	2	MUTTER	S	P	1	B	R
66	3	5197	0	1	BEFREIUNG	S	P	2	B	R
67	2	3479	0	2	WEISE	A	P	2	S	A
68	1	4908	0	1	PANISCH	A	N	2	N	P
69	3	4966	0	2	ÜBERFALL	S	N	1	B	R
70	1	3461	0	2	SONNIG	A	P	2	N	P
71	3	4789	0	1	SONNABEND	S	P	2	B	R
72	3	3780	0	2	STRAFBAR	A	N	1	B	R
73	3	3834	0	1	HARMONIE	S	P	2	B	R
74	2	2135	0	1	VIRUS	S	N	2	S	A
75	1	2638	0	2	SATT	A	P	1	N	P
76	2	16	0	2	ANOMAL	A	N	2	S	A
77	1	1873	0	2	NETT	A	P	1	N	P
78	2	4552	1	1	TOLL	A	P	1	S	A
79	2	2983	0	1	FORTUNA	S	P	1	S	A
80	3	2701	0	2	FROH	A	P	1	B	R
81	1	7502	0	1	TOXISCH	A	N	2	N	P
82	3	1431	0	1	HIMMEL	S	P	2	B	R
83	3	4141	0	2	LEPRA	S	N	1	B	R
84	1	5724	0	2	KIRSCHE	S	P	2	N	P
85	3	5745	0	1	TRAUMA	S	N	2	B	R
86	1	2969	0	1	OHRFEIGE	S	N	1	N	P
87	1	2266	0	2	LOYAL	A	P	2	N	P
88	2	6220	1	2	JUBEL	S	P	2	S	A
89	2	3472	0	1	FRIEDE	S	P	1	S	A
90	2	1397	0	2	PERFEKT	A	P	1	S	A
91	1	3743	0	2	SINNVOLL	A	P	1	N	P
92	1	1666	0	1	SCHLECHT	A	N	1	N	P
93	1	2216	0	2	FREUDE	S	P	2	N	P
94	3	2982	0	2	HALBTOT	A	N	1	B	R
95	3	5649	0	1	SILBERN	A	P	2	B	R
96	1	5558	0	1	SEEKRANK	A	N	1	N	P
97	1	2051	0	1	GALGEN	S	N	2	N	P
98	2	6960	0	2	OPTIMAL	A	P	1	S	A
99	1	7174	0	1	VERLETZT	A	N	1	N	P
100	2	5605	0	1	PRACHT	S	P	2	S	A
101	2	7810	0	2	STARK	A	P	2	S	A
102	2	3368	0	1	SABOTEUR	S	N	1	S	A
103	1	6620	0	1	ALPTRAUM	S	N	2	N	P
104	3	1663	0	1	BEQUEM	A	P	2	B	R
105	1	7722	0	1	ERZFEIND	S	N	1	N	P
106	3	1379	0	1	FERIEN	S	P	2	B	R
107	1	3858	0	1	LAUNISCH	A	N	1	N	P
108	2	4970	1	2	ABSTURZ	S	N	2	S	A
109	3	2867	0	1	SATAN	S	N	2	B	R
110	1	2150	0	1	GREUEL	S	N	1	N	P
111	2	1803	0	1	PARTY	S	P	1	S	A
112	3	1950	0	2	EHRLICH	A	P	1	B	R
113	1	6092	0	2	GESUND	A	P	2	N	P
114	2	5834	0	2	WERTVOLL	A	P	1	S	A
115	3	4735	0	1	GEFÜHL	S	P	2	B	R
116	1	2983	0	1	LEICHNAM	S	N	1	N	P
117	2	4645	1	1	LUKRATIV	A	P	2	S	A
118	1	3997	0	1	ENTSETZT	A	N	1	N	P
119	3	3483	0	2	ABENDROT	S	P	1	B	R
120	1	2528	0	2	TOLERANZ	S	P	1	N	P
121	2	2849	0	1	GEWINN	S	P	2	S	A
122	3	3438	0	2	GEFAHR	S	N	1	B	R
123	2	2908	0	2	NEIDISCH	A	N	2	S	A
124	2	4178	0	2	EINSAM	A	N	1	S	A
125	3	2825	0	1	GENIAL	A	P	2	B	R
126	2	5248	0	1	ZUHAUSE	S	P	1	S	A
127	1	11089	0	1	IRRSINN	S	N	2	N	P
128	2	6007	0	2	ZIELLOS	A	N	2	S	A
129	1	3003	0	2	ZUKUNFT	S	P	2	N	P
130	3	3626	0	1	BEGABUNG	S	P	2	B	R
131	2	3296	0	2	VERLOGEN	A	N	2	S	A
132	3	5061	0	1	SKLAVE	S	N	2	B	R
133	2	5339	0	2	GRAUSAM	A	N	1	S	A
134	1	10354	0	1	TRIST	A	N	2	N	P
135	1	2913	0	1	INFERNO	S	N	2	N	P
136	1	1819	0	1	TRAGISCH	A	N	1	N	P
137	2	5453	0	1	VERTRAUEN	S	P	2	S	A
138	2	4208	1	2	HUMOR	S	P	1	S	A
139	3	9469	0	2	MACHTLOS	A	N	1	B	R
140	2	5208	1	1	BANKROTT	A	N	1	S	A
141	2	4199	1	2	KLARHEIT	S	P	1	S	A
142	3	1875	0	1	HERZLOS	A	N	2	B	R
143	1	3991	0	2	TOLL	A	P	1	N	P
144	3	1520	0	1	ASOZIAL	A	N	2	B	R
145	1	2072	0	2	BLUME	S	P	2	N	P
146	1	1902	0	2	NETT	A	P	2	N	P
147	3	2094	0	2	GEFAHR	S	N	1	B	R
148	2	3352	0	2	PEINLICH	A	N	1	S	A
149	1	3921	0	2	HOFFNUNG	S	P	1	N	P
150	2	3435	0	2	LUSTLOS	A	N	2	S	A
151	1	2367	0	1	SEKTE	S	N	1	N	P
152	2	4740	0	2	HALBTOT	A	N	1	S	A
153	2	4773	0	2	FREUDLOS	A	N	2	S	A
154	3	2621	0	2	INFERNO	S	N	1	B	R
155	3	2322	0	1	NATUR	S	P	2	B	R
156	3	2124	0	1	SPONTAN	A	P	2	B	R
157	1	3916	0	1	PEINIGER	S	N	2	N	P
158	1	2219	0	2	BEGABUNG	S	P	1	N	P
159	1	3860	0	1	SCHLECHT	A	N	2	N	P
160	2	3566	0	2	UNFAIR	A	N	1	S	A
161	2	1715	0	2	TRAURIG	A	N	1	S	A
162	2	2950	0	2	TRIST	A	N	2	S	A
163	1	4326	0	2	ZART	A	P	1	N	P
164	3	2654	0	1	STRAFTAT	S	N	2	B	R
165	1	2381	0	1	TRENNUNG	S	N	1	N	P
166	1	1523	0	1	PERVERS	A	N	2	N	P
167	3	4098	0	2	BODENLOS	A	N	1	B	R
168	2	2726	0	2	TREU	A	P	1	S	A
169	1	2382	0	1	GIERIG	A	N	2	N	P
170	3	2559	0	1	OPTIMIST	S	P	2	B	R
171	3	2351	0	2	BLUTTAT	S	N	1	B	R
172	2	2479	0	1	PARTY	S	P	2	S	A
173	1	6288	0	1	HUMORLOS	A	N	1	N	P
174	3	1852	0	2	LAUNISCH	A	N	1	B	R
175	1	3445	0	1	KRANK	A	N	1	N	P
176	3	3842	0	1	TYRANN	S	N	2	B	R
177	1	1294	0	1	OHRFEIGE	S	N	1	N	P
178	2	9498	1	1	TRAGISCH	A	N	1	S	A
179	3	3267	0	1	DROHUNG	S	N	2	B	R
180	1	1478	0	1	AGGRESSION	S	N	2	N	P
181	2	3010	0	1	GEWINN	S	P	1	S	A
182	3	3597	0	2	GIFTGAS	S	N	1	B	R
183	1	2389	0	1	VERBOTEN	A	N	1	N	P
184	2	3602	0	1	MASSAKER	S	N	2	S	A
185	3	2706	0	1	GEFÜHL	S	P	2	B	R
186	1	3746	0	2	REICH	A	P	2	N	P
187	2	2354	0	2	BEQUEM	A	P	1	S	A
188	1	3130	0	2	SCHLAU	A	P	2	N	P
189	3	1460	0	1	ROBUST	A	P	2	B	R
190	1	3121	0	1	PANIK	S	N	2	N	P
191	2	2154	0	1	MASSAGE	S	P	2	S	A
192	3	1928	0	2	BLÜTE	S	P	1	B	R
193	2	3197	0	2	PERFEKT	A	P	2	S	A
194	2	2256	0	1	REVOLVER	S	N	2	S	A
195	3	4629	0	1	SAUBER	A	P	2	B	R
196	2	2193	0	2	TREULOS	A	N	1	S	A
197	1	6767	0	2	VITAL	A	P	1	N	P
198	2	1557	0	1	SABOTEUR	S	N	1	S	A
199	1	3959	0	1	TOXISCH	A	N	2	N	P
200	3	2236	0	1	FREUDE	S	P	2	B	R
201	2	1954	0	1	URLAUB	S	P	2	S	A
202	3	2491	0	2	TOLERANT	A	P	1	B	R
203	2	4575	0	1	SADISMUS	S	N	1	S	A
204	1	4107	0	2	GENIAL	A	P	2	N	P
205	1	2653	0	2	SONNABEND	S	P	1	N	P
206	1	4059	0	1	ZIELLOS	A	N	2	N	P
207	2	2694	0	1	FREIZEIT	S	P	1	S	A
208	2	1375	0	2	PFIFFIG	A	P	1	S	A
209	3	2464	0	2	RETTER	S	P	1	B	R
210	2	6597	0	2	POSITIV	A	P	1	S	A
211	3	3447	0	1	GRANDIOS	A	P	2	B	R
212	3	2550	0	1	HEILUNG	S	P	2	B	R
213	3	1518	0	2	UNBEQUEM	A	N	1	B	R
214	2	5198	1	1	OPTIMAL	A	P	1	S	A
215	1	4101	0	2	FANTASIE	S	P	2	N	P
216	2	10197	1	1	REIZVOLL	A	P	2	S	A
217	1	3832	0	2	WEIBLICH	A	P	1	N	P
218	2	3371	0	1	GEISEL	S	N	1	S	A
219	2	1346	0	2	VERLETZT	A	N	2	S	A
220	3	2443	0	2	BELIEBT	A	P	1	B	R
