trial	condition	rt	acc	resp	word	val	gra	col	l_targ	r_targ
1	1	4848	0	2	LUSTLOS	A	N	2	P	N
2	3	4098	0	2	SONNIG	A	P	1	B	R
3	2	3851	0	2	HUMORLOS	A	N	2	S	A
4	1	2730	0	1	FANTASIE	S	P	1	P	N
5	2	3401	0	1	OHRFEIGE	S	N	2	S	A
6	1	2670	0	1	OPTIMIST	S	P	2	P	N
7	1	1611	0	2	LABIL	A	N	1	P	N
8	2	3384	0	2	BODENLOS	A	N	1	S	A
9	3	2615	0	1	LIEBLOS	A	N	2	B	R
10	1	2348	0	1	HUMOR	S	P	2	P	N
11	3	2651	0	2	PARTY	S	P	1	B	R
12	1	4641	0	2	PANISCH	A	N	2	P	N
13	1	4110	0	2	SEEKRANK	A	N	1	P	N
14	2	2901	0	1	REVOLVER	S	N	2	S	A
15	2	1870	0	1	GIFTGAS	S	N	2	S	A
16	3	2618	0	2	VERLOGEN	A	N	1	B	R
17	3	2320	0	2	BEGABUNG	S	P	1	B	R
18	2	1705	0	1	VATER	S	P	1	S	A
19	3	2886	0	1	KREATIV	A	P	2	B	R
20	2	2750	0	2	VERBOTEN	A	N	1	S	A
21	3	3248	0	2	WISSEN	S	P	1	B	R
22	3	1843	0	1	MUSIK	S	P	2	B	R
23	2	4633	0	2	ZIELLOS	A	N	1	S	A
24	3	2012	0	2	TOPFIT	A	P	1	B	R
25	1	3666	0	2	VERLETZT	A	N	1	P	N
26	3	2141	0	2	GESUND	A	P	1	B	R
27	2	1877	0	1	VERTRAUEN	S	P	2	S	A
28	3	2387	0	1	FRIEDEN	S	P	2	B	R
29	3	2490	0	2	PEINIGER	S	N	1	B	R
30	2	2716	0	1	ÜBERFALL	S	N	2	S	A
31	2	2317	0	1	LEICHNAM	S	N	1	S	A
32	3	2655	0	1	INFERNO	S	N	2	B	R
33	1	2163	0	1	FREIHEIT	S	P	1	P	N
34	2	3620	0	2	SCHLAU	A	P	2	S	A
35	1	3407	0	1	ZUHAUSE	S	P	2	P	N
36	2	3919	0	2	HALBTOT	A	N	1	S	A
37	3	1839	0	1	SUPER	A	P	2	B	R
38	1	2789	0	1	LOYAL	A	P	1	P	N
39	3	5840	0	2	PRIMA	A	P	1	B	R
40	1	2182	0	2	NOTFALL	S	N	2	P	N
41	1	7380	1	2	FRAULICH	A	P	1	P	N
42	3	3664	0	2	LEBEN	S	P	1	B	R
43	2	3277	0	2	ZWECKLOS	A	N	1	S	A
44	1	3062	0	2	TRAGISCH	A	N	2	P	N
45	2	4154	0	2	AKTIV	A	P	1	S	A
46	1	5802	0	2	BANKROTT	A	N	2	P	N
47	2	2381	0	1	SCHLACHT	S	N	2	S	A
48	2	2684	0	1	ABENDROT	S	P	2	S	A
49	3	3353	0	1	ASCHFAHL	A	N	2	B	R
50	3	2823	0	2	SADISMUS	S	N	1	B	R
51	3	2815	0	2	SKLAVE	S	N	1	B	R
52	1	2867	0	1	HOFFNUNG	S	P	2	P	N
53	1	1775	0	2	VERWEINT	A	N	2	P	N
54	1	3893	0	1	TAKTVOLL	A	P	1	P	N
55	2	2456	0	2	ZART	A	P	2	S	A
56	2	3821	0	2	PEINLICH	A	N	1	S	A
57	2	1751	0	1	GEMETZEL	S	N	1	S	A
58	1	2960	0	2	UNGESUND	A	N	2	P	N
59	3	2961	0	1	GEMEIN	A	N	2	B	R
60	1	2419	0	2	EINSAM	A	N	2	P	N
61	1	2680	0	2	SCHLECHT	A	N	1	P	N
62	3	2617	0	1	GIERIG	A	N	2	B	R
63	2	4408	0	2	FREUDLOS	A	N	2	S	A
64	1	3302	0	2	VERRAT	S	N	2	P	N
65	3	3517	0	2	VERTRAUT	A	P	1	B	R
66	3	2113	0	1	BRUTAL	A	N	2	B	R
67	2	3803	1	2	UNMENSCH	S	N	1	S	A
68	1	3949	0	2	LEBLOS	A	N	2	P	N
69	3	2192	0	1	BELIEBT	A	P	2	B	R
70	1	2725	0	2	LEPRA	S	N	2	P	N
71	3	2823	0	1	ERZFEIND	S	N	2	B	R
72	3	2277	0	2	BLUTTAT	S	N	1	B	R
73	3	2086	0	1	NETT	A	P	2	B	R
74	2	2466	0	1	ERDBEERE	S	P	1	S	A
75	1	2638	0	1	POSITIV	A	P	2	P	N
76	2	2436	1	1	ELEND	A	N	2	S	A
