trial	condition	rt	acc	resp	word	val	gra	col	l_targ	r_targ
1	1	2218	0	2	FROH	A	P	2	N	P
2	3	2894	0	1	BEFREIUNG	S	P	2	B	R
3	2	1762	0	2	PERFEKT	A	P	1	S	A
4	1	2409	0	2	KLUGHEIT	S	P	1	N	P
5	2	2319	1	1	SEEKRANK	A	N	2	S	A
6	1	4571	0	1	MACHTLOS	A	N	1	N	P
7	1	2606	0	1	ZWECKLOS	A	N	1	N	P
8	2	1391	0	1	INSEL	S	P	2	S	A
9	3	1846	0	2	LIEB	A	P	1	B	R
10	1	2186	0	2	LEBENDIG	A	P	1	N	P
11	3	1993	0	1	LIEBLOS	A	N	2	B	R
12	1	4488	0	1	LEICHNAM	S	N	1	N	P
13	1	1674	0	1	BRUTAL	A	N	1	N	P
14	2	2052	0	2	KRAFTLOS	A	N	2	S	A
15	2	2090	0	1	GRANATE	S	N	2	S	A
16	3	1259	0	2	TREU	A	P	1	B	R
17	3	2554	0	2	HERZLOS	A	N	1	B	R
18	2	2834	0	1	UNHEIL	S	N	2	S	A
19	3	1998	0	2	KORRUPT	A	N	1	B	R
20	2	1301	0	1	BLUME	S	P	2	S	A
21	3	2320	0	1	SEKTE	S	N	2	B	R
22	3	4505	0	2	MASSAGE	S	P	1	B	R
23	2	2259	0	2	TOXISCH	A	N	2	S	A
24	3	1511	0	1	MONSTRUM	S	N	2	B	R
25	1	2103	0	2	AKTIV	A	P	1	N	P
26	3	1787	0	1	GIFTGAS	S	N	2	B	R
27	2	1490	0	2	TRIST	A	N	1	S	A
28	3	1165	0	1	BLUTIG	A	N	2	B	R
29	3	3454	0	2	FRAULICH	A	P	1	B	R
30	2	1001	0	1	PARADIES	S	P	2	S	A
31	2	1089	0	2	GUTARTIG	A	P	2	S	A
32	3	2130	0	2	PARTY	S	P	1	B	R
33	1	1342	0	1	GALGEN	S	N	2	N	P
34	2	1191	0	1	GEISEL	S	N	1	S	A
35	1	1326	0	2	URLAUB	S	P	2	N	P
36	3	1504	0	2	PANISCH	A	N	1	B	R
